1500.000 -60.661
1500.100 -59.651
1500.200 -58.712
1500.300 -57.935
1500.400 -57.222
1500.500 -56.630
1500.600 -56.144
1500.700 -55.794
1500.800 -55.548
1500.900 -55.372
1501.000 -55.251
1501.100 -55.233
1501.200 -55.342
1501.300 -55.537
1501.400 -55.787
1501.500 -56.103
1501.600 -56.541
1501.700 -57.054
1501.800 -57.718
1501.900 -58.459
1502.000 -59.299
1502.100 -60.196
1502.200 -61.181
1502.300 -61.910
1502.400 -62.337
1502.500 -62.491
1502.600 -62.099
1502.700 -61.383
1502.800 -60.452
1502.900 -59.395
1503.000 -58.501
1503.100 -57.714
1503.200 -57.021
1503.300 -56.423
1503.400 -55.960
1503.500 -55.667
1503.600 -55.489
1503.700 -55.384
1503.800 -55.352
1503.900 -55.466
1504.000 -55.656
1504.100 -55.933
1504.200 -56.280
1504.300 -56.695
1504.400 -57.202
1504.500 -57.785
1504.600 -58.539
1504.700 -59.374
1504.800 -60.224
1504.900 -61.008
1505.000 -61.584
1505.100 -61.791
1505.200 -61.622
1505.300 -60.990
1505.400 -60.156
1505.500 -59.081
1505.600 -58.103
1505.700 -57.246
1505.800 -56.472
1505.900 -55.737
1506.000 -55.070
1506.100 -54.534
1506.200 -54.087
1506.300 -53.764
1506.400 -53.477
1506.500 -53.275
1506.600 -53.167
1506.700 -53.216
1506.800 -53.322
1506.900 -53.486
1507.000 -53.711
1507.100 -54.029
1507.200 -54.460
1507.300 -55.022
1507.400 -55.615
1507.500 -56.266
1507.600 -56.991
1507.700 -57.775
1507.800 -58.504
1507.900 -59.117
1508.000 -59.450
1508.100 -59.513
1508.200 -59.245
1508.300 -58.675
1508.400 -57.994
1508.500 -57.359
1508.600 -56.734
1508.700 -56.112
1508.800 -55.457
1508.900 -54.860
1509.000 -54.417
1509.100 -54.057
1509.200 -53.832
1509.300 -53.643
1509.400 -53.540
1509.500 -53.541
1509.600 -53.711
1509.700 -53.924
1509.800 -54.252
1509.900 -54.647
1510.000 -55.140
1510.100 -55.669
1510.200 -56.297
1510.300 -56.924
1510.400 -57.646
1510.500 -58.370
1510.600 -58.974
1510.700 -59.170
1510.800 -59.022
1510.900 -58.592
1511.000 -57.939
1511.100 -57.063
1511.200 -56.137
1511.300 -55.254
1511.400 -54.505
1511.500 -53.844
1511.600 -53.269
1511.700 -52.770
1511.800 -52.301
1511.900 -51.912
1512.000 -51.623
1512.100 -51.415
1512.200 -51.284
1512.300 -51.252
1512.400 -51.299
1512.500 -51.438
1512.600 -51.664
1512.700 -51.964
1512.800 -52.350
1512.900 -52.777
1513.000 -53.283
1513.100 -53.791
1513.200 -54.305
1513.300 -54.823
1513.400 -55.317
1513.500 -55.716
1513.600 -56.053
1513.700 -56.180
1513.800 -56.141
1513.900 -55.819
1514.000 -55.371
1514.100 -54.817
1514.200 -54.278
1514.300 -53.799
1514.400 -53.355
1514.500 -52.965
1514.600 -52.623
1514.700 -52.372
1514.800 -52.174
1514.900 -52.099
1515.000 -52.051
1515.100 -52.051
1515.200 -52.060
1515.300 -52.156
1515.400 -52.352
1515.500 -52.629
1515.600 -53.023
1515.700 -53.441
1515.800 -53.946
1515.900 -54.446
1516.000 -55.053
1516.100 -55.563
1516.200 -56.000
1516.300 -56.139
1516.400 -56.091
1516.500 -55.715
1516.600 -55.222
1516.700 -54.654
1516.800 -54.050
1516.900 -53.472
1517.000 -52.872
1517.100 -52.324
1517.200 -51.757
1517.300 -51.317
1517.400 -50.954
1517.500 -50.674
1517.600 -50.392
1517.700 -50.209
1517.800 -50.029
1517.900 -49.998
1518.000 -50.049
1518.100 -50.136
1518.200 -50.302
1518.300 -50.465
1518.400 -50.729
1518.500 -51.020
1518.600 -51.402
1518.700 -51.742
1518.800 -52.141
1518.900 -52.495
1519.000 -52.833
1519.100 -53.048
1519.200 -53.225
1519.300 -53.249
1519.400 -53.120
1519.500 -52.850
1519.600 -52.439
1519.700 -52.028
1519.800 -51.625
1519.900 -51.267
1520.000 -50.869
1520.100 -50.502
1520.200 -50.181
1520.300 -49.933
1520.400 -49.748
1520.500 -49.574
1520.600 -49.466
1520.700 -49.389
1520.800 -49.438
1520.900 -49.522
1521.000 -49.717
1521.100 -49.938
1521.200 -50.263
1521.300 -50.623
1521.400 -51.065
1521.500 -51.473
1521.600 -51.917
1521.700 -52.363
1521.800 -52.763
1521.900 -53.090
1522.000 -53.319
1522.100 -53.443
1522.200 -53.391
1522.300 -53.153
1522.400 -52.804
1522.500 -52.320
1522.600 -51.783
1522.700 -51.242
1522.800 -50.747
1522.900 -50.243
1523.000 -49.840
1523.100 -49.478
1523.200 -49.215
1523.300 -48.998
1523.400 -48.858
1523.500 -48.766
1523.600 -48.719
1523.700 -48.712
1523.800 -48.754
1523.900 -48.859
1524.000 -48.984
1524.100 -49.146
1524.200 -49.314
1524.300 -49.487
1524.400 -49.681
1524.500 -49.896
1524.600 -50.081
1524.700 -50.201
1524.800 -50.295
1524.900 -50.341
1525.000 -50.385
1525.100 -50.350
1525.200 -50.246
1525.300 -50.029
1525.400 -49.744
1525.500 -49.435
1525.600 -49.098
1525.700 -48.808
1525.800 -48.468
1525.900 -48.197
1526.000 -47.941
1526.100 -47.799
1526.200 -47.686
1526.300 -47.657
1526.400 -47.664
1526.500 -47.717
1526.600 -47.827
1526.700 -47.960
1526.800 -48.129
1526.900 -48.325
1527.000 -48.600
1527.100 -48.896
1527.200 -49.227
1527.300 -49.518
1527.400 -49.842
1527.500 -50.189
1527.600 -50.476
1527.700 -50.654
1527.800 -50.672
1527.900 -50.633
1528.000 -50.472
1528.100 -50.288
1528.200 -49.992
1528.300 -49.638
1528.400 -49.285
1528.500 -48.985
1528.600 -48.709
1528.700 -48.436
1528.800 -48.192
1528.900 -47.992
1529.000 -47.858
1529.100 -47.758
1529.200 -47.704
1529.300 -47.661
1529.400 -47.639
1529.500 -47.666
1529.600 -47.722
1529.700 -47.819
1529.800 -47.921
1529.900 -48.064
1530.000 -48.195
1530.100 -48.329
1530.200 -48.474
1530.300 -48.612
1530.400 -48.732
1530.500 -48.755
1530.600 -48.741
1530.700 -48.628
1530.800 -48.526
1530.900 -48.412
1531.000 -48.281
1531.100 -48.066
1531.200 -47.846
1531.300 -47.625
1531.400 -47.421
1531.500 -47.260
1531.600 -47.080
1531.700 -46.866
1531.800 -46.676
1531.900 -46.556
1532.000 -46.516
1532.100 -46.503
1532.200 -46.530
1532.300 -46.532
1532.400 -46.591
1532.500 -46.657
1532.600 -46.762
1532.700 -46.862
1532.800 -46.972
1532.900 -47.094
1533.000 -47.217
1533.100 -47.318
1533.200 -47.413
1533.300 -47.497
1533.400 -47.559
1533.500 -47.581
1533.600 -47.530
1533.700 -47.453
1533.800 -47.383
1533.900 -47.312
1534.000 -47.231
1534.100 -47.039
1534.200 -46.871
1534.300 -46.697
1534.400 -46.577
1534.500 -46.453
1534.600 -46.299
1534.700 -46.201
1534.800 -46.131
1534.900 -46.183
1535.000 -46.213
1535.100 -46.264
1535.200 -46.315
1535.300 -46.401
1535.400 -46.537
1535.500 -46.667
1535.600 -46.786
1535.700 -46.878
1535.800 -47.017
1535.900 -47.136
1536.000 -47.263
1536.100 -47.331
1536.200 -47.325
1536.300 -47.296
1536.400 -47.223
1536.500 -47.106
1536.600 -46.914
1536.700 -46.699
1536.800 -46.470
1536.900 -46.254
1537.000 -46.044
1537.100 -45.848
1537.200 -45.696
1537.300 -45.580
1537.400 -45.531
1537.500 -45.461
1537.600 -45.435
1537.700 -45.403
1537.800 -45.397
1537.900 -45.411
1538.000 -45.375
1538.100 -45.353
1538.200 -45.311
1538.300 -45.319
1538.400 -45.362
1538.500 -45.474
1538.600 -45.569
1538.700 -45.686
1538.800 -45.829
1538.900 -45.937
1539.000 -46.056
1539.100 -46.121
1539.200 -46.116
1539.300 -46.067
1539.400 -45.995
1539.500 -45.902
1539.600 -45.799
1539.700 -45.708
1539.800 -45.592
1539.900 -45.498
1540.000 -45.429
1540.100 -45.380
1540.200 -45.348
1540.300 -45.303
1540.400 -45.265
1540.500 -45.200
1540.600 -45.177
1540.700 -45.139
1540.800 -45.158
1540.900 -45.147
1541.000 -45.142
1541.100 -45.157
1541.200 -45.170
1541.300 -45.249
1541.400 -45.263
1541.500 -45.289
1541.600 -45.217
1541.700 -45.170
1541.800 -45.129
1541.900 -45.080
1542.000 -45.054
1542.100 -44.953
1542.200 -44.903
1542.300 -44.851
1542.400 -44.878
1542.500 -44.888
1542.600 -44.888
1542.700 -44.853
1542.800 -44.808
1542.900 -44.787
1543.000 -44.735
1543.100 -44.675
1543.200 -44.556
1543.300 -44.482
1543.400 -44.455
1543.500 -44.483
1543.600 -44.544
1543.700 -44.575
1543.800 -44.648
1543.900 -44.715
1544.000 -44.827
1544.100 -44.881
1544.200 -44.903
1544.300 -44.888
1544.400 -44.836
1544.500 -44.790
1544.600 -44.723
1544.700 -44.643
1544.800 -44.535
1544.900 -44.431
1545.000 -44.310
1545.100 -44.202
1545.200 -44.124
1545.300 -44.068
1545.400 -44.017
1545.500 -43.982
1545.600 -43.944
1545.700 -43.948
1545.800 -43.956
1545.900 -44.013
1546.000 -44.043
1546.100 -44.105
1546.200 -44.176
1546.300 -44.248
1546.400 -44.339
1546.500 -44.440
1546.600 -44.554
1546.700 -44.632
1546.800 -44.683
1546.900 -44.716
1547.000 -44.722
1547.100 -44.713
1547.200 -44.635
1547.300 -44.506
1547.400 -44.330
1547.500 -44.163
1547.600 -43.973
1547.700 -43.785
1547.800 -43.607
1547.900 -43.482
1548.000 -43.385
1548.100 -43.353
1548.200 -43.336
1548.300 -43.343
1548.400 -43.318
1548.500 -43.340
1548.600 -43.321
1548.700 -43.317
1548.800 -43.298
1548.900 -43.283
1549.000 -43.311
1549.100 -43.382
1549.200 -43.517
1549.300 -43.635
1549.400 -43.806
1549.500 -43.918
1549.600 -44.027
1549.700 -44.109
1549.800 -44.107
1549.900 -44.136
1550.000 -44.040
1550.100 -43.989
1550.200 -43.882
1550.300 -43.818
1550.400 -43.722
1550.500 -43.628
1550.600 -43.539
1550.700 -43.396
1550.800 -43.280
1550.900 -43.116
1551.000 -43.017
1551.100 -42.945
1551.200 -42.884
1551.300 -42.844
1551.400 -42.782
1551.500 -42.808
1551.600 -42.857
1551.700 -42.964
1551.800 -43.045
1551.900 -43.170
1552.000 -43.305
1552.100 -43.462
1552.200 -43.699
1552.300 -43.878
1552.400 -44.133
1552.500 -44.327
1552.600 -44.550
1552.700 -44.733
1552.800 -44.851
1552.900 -44.934
1553.000 -44.843
1553.100 -44.752
1553.200 -44.549
1553.300 -44.309
1553.400 -44.038
1553.500 -43.745
1553.600 -43.494
1553.700 -43.241
1553.800 -43.069
1553.900 -42.884
1554.000 -42.734
1554.100 -42.608
1554.200 -42.492
1554.300 -42.483
1554.400 -42.432
1554.500 -42.494
1554.600 -42.500
1554.700 -42.569
1554.800 -42.713
1554.900 -42.856
1555.000 -43.072
1555.100 -43.225
1555.200 -43.437
1555.300 -43.615
1555.400 -43.806
1555.500 -43.962
1555.600 -44.001
1555.700 -44.058
1555.800 -43.973
1555.900 -43.872
1556.000 -43.693
1556.100 -43.504
1556.200 -43.323
1556.300 -43.108
1556.400 -42.955
1556.500 -42.752
1556.600 -42.611
1556.700 -42.468
1556.800 -42.336
1556.900 -42.232
1557.000 -42.111
1557.100 -42.054
1557.200 -41.982
1557.300 -42.010
1557.400 -42.056
1557.500 -42.130
1557.600 -42.267
1557.700 -42.434
1557.800 -42.688
1557.900 -42.965
1558.000 -43.273
1558.100 -43.595
1558.200 -43.869
1558.300 -44.179
1558.400 -44.410
1558.500 -44.616
1558.600 -44.730
1558.700 -44.802
1558.800 -44.826
1558.900 -44.770
1559.000 -44.714
1559.100 -44.551
1559.200 -44.411
1559.300 -44.191
1559.400 -43.901
1559.500 -43.629
1559.600 -43.324
1559.700 -43.106
1559.800 -42.859
1559.900 -42.661
1560.000 -42.532
1560.100 -42.429
1560.200 -42.397
1560.300 -42.372
1560.400 -42.430
1560.500 -42.560
1560.600 -42.712
1560.700 -42.913
1560.800 -43.155
1560.900 -43.525
1561.000 -43.899
1561.100 -44.233
1561.200 -44.502
1561.300 -44.712
1561.400 -44.880
1561.500 -44.948
1561.600 -44.945
1561.700 -44.852
1561.800 -44.691
1561.900 -44.543
1562.000 -44.278
1562.100 -44.076
1562.200 -43.756
1562.300 -43.473
1562.400 -43.188
1562.500 -42.923
1562.600 -42.637
1562.700 -42.349
1562.800 -42.108
1562.900 -41.886
1563.000 -41.744
1563.100 -41.666
1563.200 -41.586
1563.300 -41.614
1563.400 -41.689
1563.500 -41.897
1563.600 -42.138
1563.700 -42.443
1563.800 -42.761
1563.900 -43.100
1564.000 -43.502
1564.100 -43.894
1564.200 -44.283
1564.300 -44.645
1564.400 -44.923
1564.500 -45.199
1564.600 -45.429
1564.700 -45.569
1564.800 -45.559
1564.900 -45.443
1565.000 -45.233
1565.100 -44.955
1565.200 -44.626
1565.300 -44.277
